product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,defect_rate_pct,supplier_risk_score
cosmetics,SKU00897,224.79,152,1594,144.44,311,17,224,8,Carrier A,104.64,Supplier_3,Kolkata,4223,18,92.16,Pass,0.1293,Sea,Route A,367.83,12.93,74.62
skincare,SKU00898,60.81,373,422,26231.53,54,7,54,9,Carrier A,187.31,Supplier_1,Delhi,4511,8,396.33,Pass,0.1497,Sea,Route B,1297.24,14.97,68.53
accessories,SKU00899,31.56,292,1611,25263.74,318,17,87,4,Carrier B,196.47,Supplier_2,Delhi,1781,2,233.41,Pass,0.1094,Sea,Route B,1175.07,10.94,66.63
haircare,SKU00900,141.52,211,446,43194.35,637,7,310,4,Carrier A,148.68,Supplier_4,Chennai,2059,14,128.87,Pass,0.0851,Air,Route B,1429.6,8.51,42.59
skincare,SKU00901,74.18,248,434,9165.97,204,7,422,6,Carrier B,178.61,Supplier_2,Delhi,647,17,303.38,Pass,0.0433,Rail,Route B,1978.97,4.33,25.8
accessories,SKU00902,241.16,8,1830,42641.74,774,22,223,10,Carrier C,23.94,Supplier_5,Mumbai,3433,16,48.59,Pass,0.0875,Road,Route B,907.92,8.75,64.98
cosmetics,SKU00903,246.09,72,1665,13635.67,635,19,449,11,Carrier B,103.91,Supplier_5,Mumbai,4957,3,115.94,Pending,0.0426,Road,Route A,50.22,4.26,42.66
haircare,SKU00904,283.86,62,209,27008.72,672,11,451,9,Carrier A,98.26,Supplier_3,Chennai,1365,12,426.68,Pass,0.1305,Sea,Route C,441.14,13.05,66.53
accessories,SKU00905,252.73,377,1136,35380.09,942,11,386,12,Carrier A,47.24,Supplier_3,Bangalore,254,4,271.42,Pass,0.0341,Air,Route C,845.44,3.41,27.82
skincare,SKU00906,196.0,134,1903,7349.22,237,16,395,6,Carrier C,115.0,Supplier_1,Chennai,854,11,182.35,Pass,0.0615,Road,Route A,541.94,6.15,45.97
cosmetics,SKU00907,60.18,370,1337,47326.43,84,16,153,12,Carrier C,114.78,Supplier_1,Chennai,1430,15,89.28,Pass,0.0337,Rail,Route B,999.92,3.37,34.8
cosmetics,SKU00908,247.79,355,1116,47897.24,343,1,112,4,Carrier A,194.44,Supplier_5,Mumbai,4034,10,96.99,Pass,0.0327,Air,Route A,1281.99,3.27,12.97
cosmetics,SKU00909,219.79,72,1703,48502.6,386,12,201,8,Carrier C,18.07,Supplier_5,Bangalore,2510,13,130.36,Pass,0.1147,Air,Route C,1071.54,11.47,61.62
skincare,SKU00910,225.33,162,1192,211.91,11,16,459,5,Carrier B,63.34,Supplier_1,Mumbai,102,1,241.11,Pass,0.0304,Air,Route B,154.11,3.04,33.48
skincare,SKU00911,210.74,129,810,32207.26,351,3,295,12,Carrier B,38.36,Supplier_3,Mumbai,296,7,29.63,Pass,0.0482,Road,Route C,99.07,4.82,22.05
haircare,SKU00912,249.86,57,1829,33586.65,993,21,348,7,Carrier C,48.5,Supplier_5,Mumbai,934,11,118.48,Pass,0.0066,Rail,Route C,104.33,0.66,31.06
cosmetics,SKU00913,92.86,400,1839,44007.62,80,26,459,2,Carrier A,67.08,Supplier_3,Chennai,1620,14,225.5,Pass,0.1366,Rail,Route B,1385.44,13.66,90.41
skincare,SKU00914,203.37,186,1849,10153.72,930,22,412,10,Carrier C,76.94,Supplier_4,Bangalore,772,18,443.66,Pass,0.1348,Road,Route B,842.31,13.48,83.98
skincare,SKU00915,157.6,456,1762,6289.04,594,21,128,13,Carrier B,191.7,Supplier_5,Delhi,4364,3,435.49,Fail,0.0564,Road,Route A,1124.83,5.64,51.06
haircare,SKU00916,104.66,422,520,40490.76,936,25,419,10,Carrier A,69.04,Supplier_1,Bangalore,2479,7,468.82,Pass,0.138,Rail,Route A,829.35,13.8,89.55
cosmetics,SKU00917,101.42,435,1615,13158.89,983,28,215,1,Carrier C,99.36,Supplier_4,Delhi,3164,17,128.04,Pass,0.0343,Sea,Route A,1396.86,3.43,52.19
accessories,SKU00918,50.86,370,641,3394.94,583,7,380,6,Carrier A,37.35,Supplier_3,Chennai,4972,2,79.63,Pass,0.0379,Sea,Route A,1981.71,3.79,23.63
skincare,SKU00919,150.0,250,759,4686.83,276,9,39,12,Carrier B,48.02,Supplier_1,Chennai,2960,11,427.6,Pass,0.0834,Sea,Route B,1245.64,8.34,44.76
skincare,SKU00920,113.77,212,1158,32294.35,789,12,127,1,Carrier B,47.27,Supplier_4,Chennai,396,6,355.37,Pass,0.0325,Rail,Route A,450.73,3.25,28.61
skincare,SKU00921,129.35,183,1056,26839.34,727,9,11,11,Carrier C,115.94,Supplier_5,Mumbai,189,18,138.33,Pass,0.136,Rail,Route C,1465.65,13.6,65.89
haircare,SKU00922,256.24,313,1763,37420.11,564,23,495,4,Carrier C,63.65,Supplier_4,Bangalore,847,16,227.96,Pass,0.1456,Road,Route A,466.86,14.56,89.74
accessories,SKU00923,206.05,222,346,40375.3,900,4,129,6,Carrier C,59.18,Supplier_3,Kolkata,2193,12,463.81,Pass,0.0184,Sea,Route A,1392.45,1.84,11.51
accessories,SKU00924,205.67,429,1196,235.12,904,5,372,9,Carrier C,107.1,Supplier_2,Bangalore,1381,7,412.12,Pass,0.0672,Rail,Route C,1169.41,6.72,32.54
cosmetics,SKU00925,295.29,88,1518,46653.61,270,9,406,11,Carrier C,8.2,Supplier_1,Chennai,697,11,469.42,Pass,0.0636,Sea,Route C,72.49,6.36,36.81
haircare,SKU00926,69.26,182,878,43995.81,140,23,137,9,Carrier C,173.37,Supplier_4,Kolkata,1355,14,257.07,Pass,0.1483,Air,Route B,417.66,14.83,90.83
skincare,SKU00927,154.83,247,1781,46659.79,918,10,340,13,Carrier B,15.03,Supplier_5,Chennai,1997,17,112.45,Pending,0.1479,Air,Route A,492.36,14.79,72.09
haircare,SKU00928,32.29,140,1503,38456.58,26,19,243,3,Carrier A,85.22,Supplier_2,Kolkata,1837,1,278.73,Pass,0.0093,Air,Route A,786.37,0.93,29.29
accessories,SKU00929,120.87,115,321,19249.43,748,6,243,3,Carrier A,197.77,Supplier_3,Delhi,2004,12,74.43,Pass,0.1433,Rail,Route B,1774.14,14.33,64.53
accessories,SKU00930,285.35,280,303,12483.36,730,13,133,5,Carrier C,37.76,Supplier_4,Delhi,155,6,76.18,Pass,0.097,Sea,Route C,1434.89,9.7,55.94
skincare,SKU00931,30.35,80,1489,45631.63,645,8,210,9,Carrier B,13.78,Supplier_4,Bangalore,2180,2,63.67,Pending,0.0707,Road,Route C,985.54,7.07,38.23
skincare,SKU00932,228.53,390,754,21068.71,482,10,114,7,Carrier C,99.74,Supplier_3,Delhi,958,16,140.93,Pass,0.0655,Air,Route A,841.03,6.55,39.0
accessories,SKU00933,260.3,190,1388,24446.53,194,9,139,1,Carrier C,127.97,Supplier_4,Delhi,1648,12,98.67,Pass,0.1283,Rail,Route B,108.4,12.83,62.79
haircare,SKU00934,155.14,375,1521,34952.3,550,7,186,7,Carrier C,79.56,Supplier_5,Delhi,4971,4,143.71,Pass,0.0193,Rail,Route B,474.52,1.93,16.16
accessories,SKU00935,240.3,31,73,34451.23,277,25,385,9,Carrier A,47.92,Supplier_1,Delhi,3927,6,353.66,Pass,0.0597,Sea,Route A,1765.5,5.97,58.1
accessories,SKU00936,135.11,394,1413,34702.18,860,18,356,8,Carrier B,139.74,Supplier_1,Kolkata,4220,8,342.69,Pass,0.015,Sea,Route C,786.32,1.5,30.15
skincare,SKU00937,109.24,235,1833,31217.51,101,13,248,1,Carrier A,120.0,Supplier_5,Bangalore,2369,13,32.37,Pass,0.0596,Air,Route A,584.53,5.96,40.92
accessories,SKU00938,154.19,425,1652,25480.71,369,21,175,12,Carrier A,72.67,Supplier_2,Delhi,2585,11,432.31,Pending,0.12,Sea,Route B,1883.93,12.0,76.6
cosmetics,SKU00939,62.45,348,958,38374.53,895,24,44,9,Carrier A,125.05,Supplier_3,Chennai,4549,19,413.59,Pass,0.1249,Air,Route C,483.0,12.49,82.86
accessories,SKU00940,95.71,401,951,19849.96,633,5,153,6,Carrier C,168.81,Supplier_5,Chennai,4360,18,473.24,Pass,0.0212,Road,Route A,1611.09,2.12,14.07
haircare,SKU00941,95.09,325,538,13191.86,808,2,317,1,Carrier A,105.37,Supplier_1,Bangalore,1785,12,124.61,Pending,0.0373,Road,Route C,793.81,3.73,16.25
cosmetics,SKU00942,296.58,54,996,45462.7,141,2,438,10,Carrier A,80.62,Supplier_4,Mumbai,2458,15,370.49,Pass,0.1051,Air,Route C,761.94,10.51,43.48
skincare,SKU00943,103.87,487,60,42314.65,86,6,496,6,Carrier A,125.07,Supplier_3,Kolkata,803,16,287.35,Pass,0.0259,Rail,Route B,701.29,2.59,17.38
accessories,SKU00944,72.52,196,385,35925.73,497,10,412,11,Carrier A,103.47,Supplier_4,Chennai,470,2,359.15,Pass,0.0074,Air,Route A,576.7,0.74,15.67
accessories,SKU00945,282.23,442,1563,8496.13,531,28,45,12,Carrier C,24.26,Supplier_1,Mumbai,1840,7,453.62,Pass,0.1301,Road,Route A,563.72,13.01,90.66
skincare,SKU00946,45.88,254,623,2378.28,822,2,341,10,Carrier B,181.12,Supplier_4,Kolkata,1921,15,58.97,Pass,0.0036,Air,Route B,599.42,0.36,2.71
cosmetics,SKU00947,289.91,316,675,46130.11,213,2,498,4,Carrier B,29.23,Supplier_5,Delhi,4370,1,423.81,Pass,0.1336,Rail,Route C,956.45,13.36,54.92
skincare,SKU00948,256.73,90,1396,47151.51,565,9,61,2,Carrier C,149.81,Supplier_5,Chennai,4200,13,432.22,Fail,0.0899,Road,Route C,914.51,8.99,47.37
cosmetics,SKU00949,195.88,448,1026,13693.11,765,3,58,13,Carrier C,89.49,Supplier_4,Mumbai,1858,1,329.61,Pass,0.0593,Rail,Route C,87.42,5.93,26.51
accessories,SKU00950,131.2,395,891,31510.13,460,21,460,1,Carrier B,157.77,Supplier_1,Kolkata,4854,11,212.76,Pending,0.045,Sea,Route B,818.77,4.5,46.48
cosmetics,SKU00951,63.19,222,389,1016.74,573,16,160,7,Carrier B,106.99,Supplier_2,Kolkata,4120,1,279.77,Pass,0.0589,Road,Route B,1647.95,5.89,44.92
accessories,SKU00952,36.33,209,680,19744.14,942,20,485,4,Carrier B,165.02,Supplier_2,Kolkata,3109,17,87.4,Pass,0.1345,Rail,Route B,1518.14,13.45,81.0
cosmetics,SKU00953,35.58,399,1213,35229.01,945,9,488,3,Carrier B,96.63,Supplier_4,Mumbai,3495,5,377.55,Pass,0.0869,Air,Route A,296.88,8.69,46.17
skincare,SKU00954,108.0,82,1228,18115.8,944,29,249,7,Carrier B,53.2,Supplier_4,Mumbai,2177,18,284.58,Pass,0.0217,Sea,Route A,454.29,2.17,48.55
cosmetics,SKU00955,125.11,142,794,40375.17,727,6,486,13,Carrier C,155.21,Supplier_4,Bangalore,1366,6,296.06,Pass,0.0843,Sea,Route B,1276.91,8.43,40.84
skincare,SKU00956,277.49,70,1360,45648.57,598,24,265,5,Carrier C,166.37,Supplier_2,Mumbai,502,11,360.44,Fail,0.0468,Rail,Route A,1275.9,4.68,51.49
skincare,SKU00957,163.19,263,1613,6946.67,100,18,100,3,Carrier A,103.0,Supplier_4,Chennai,1037,7,68.55,Pass,0.1353,Rail,Route C,147.89,13.53,78.46
haircare,SKU00958,297.24,186,186,34439.63,346,26,303,5,Carrier C,186.17,Supplier_2,Kolkata,2375,10,42.75,Pass,0.0239,Air,Route A,656.35,2.39,45.15
haircare,SKU00959,217.66,489,1332,18862.65,372,18,362,8,Carrier B,142.97,Supplier_2,Delhi,652,13,77.13,Pass,0.0743,Road,Route B,1046.22,7.43,53.96
skincare,SKU00960,48.16,446,1434,8801.77,776,18,295,4,Carrier C,186.86,Supplier_2,Mumbai,357,10,58.41,Pass,0.0035,Sea,Route C,1379.47,0.35,25.53
skincare,SKU00961,168.3,299,1443,17527.18,576,6,310,13,Carrier B,43.11,Supplier_1,Kolkata,2301,15,404.77,Pass,0.0396,Rail,Route B,1146.94,3.96,22.89
cosmetics,SKU00962,52.01,382,571,24142.49,235,7,179,3,Carrier A,188.98,Supplier_5,Kolkata,2906,9,83.55,Pass,0.1063,Sea,Route B,1304.06,10.63,51.1
skincare,SKU00963,16.56,253,502,44805.0,911,16,205,13,Carrier C,154.69,Supplier_5,Kolkata,3503,15,200.93,Pass,0.0921,Rail,Route C,1778.75,9.21,58.26
haircare,SKU00964,283.42,212,875,38293.56,77,10,42,6,Carrier C,188.84,Supplier_2,Delhi,1753,9,335.26,Pass,0.1378,Air,Route B,1758.55,13.78,68.04
skincare,SKU00965,104.67,393,127,358.42,370,14,393,8,Carrier C,73.24,Supplier_5,Delhi,1540,15,143.78,Pass,0.0233,Sea,Route C,441.27,2.33,27.77
cosmetics,SKU00966,60.93,180,609,2916.51,588,12,464,4,Carrier A,113.42,Supplier_2,Kolkata,459,4,457.62,Pass,0.0697,Air,Route B,1742.97,6.97,43.55
accessories,SKU00967,35.03,156,1759,49693.38,187,25,320,3,Carrier B,179.39,Supplier_2,Mumbai,4776,17,458.67,Pending,0.0154,Rail,Route A,462.01,1.54,40.31
cosmetics,SKU00968,197.38,70,1669,27875.56,118,28,184,4,Carrier A,136.13,Supplier_1,Delhi,3573,7,207.56,Pass,0.1044,Rail,Route B,56.7,10.44,80.34
skincare,SKU00969,141.04,415,1871,30548.27,283,2,120,7,Carrier B,61.36,Supplier_2,Chennai,169,14,301.58,Pending,0.0157,Rail,Route C,1573.04,1.57,7.57
skincare,SKU00970,8.44,396,55,17702.81,225,21,452,9,Carrier A,61.38,Supplier_3,Mumbai,4748,9,397.14,Pass,0.1386,Rail,Route B,1818.16,13.86,84.07
skincare,SKU00971,215.98,9,1287,41588.95,248,7,250,4,Carrier A,189.53,Supplier_3,Bangalore,3948,9,491.22,Pass,0.0731,Road,Route A,252.08,7.31,37.77
accessories,SKU00972,80.72,421,111,27895.63,315,8,442,2,Carrier B,135.92,Supplier_5,Mumbai,1851,1,352.53,Pass,0.0809,Air,Route A,1517.36,8.09,42.33
skincare,SKU00973,235.26,119,1843,29670.57,154,17,357,5,Carrier B,15.32,Supplier_2,Chennai,933,8,235.87,Pending,0.0553,Rail,Route A,207.53,5.53,44.91
haircare,SKU00974,149.14,443,1035,12550.77,496,10,115,12,Carrier C,55.45,Supplier_3,Mumbai,4936,11,40.81,Pass,0.0598,Sea,Route A,1834.63,5.98,36.71
cosmetics,SKU00975,163.0,88,1412,38857.75,343,1,314,5,Carrier C,113.6,Supplier_5,Chennai,4990,2,328.07,Pass,0.131,Rail,Route C,954.38,13.1,52.45
accessories,SKU00976,139.87,79,465,10787.0,424,10,89,11,Carrier A,41.96,Supplier_2,Kolkata,2431,4,336.43,Pass,0.1139,Air,Route C,1000.69,11.39,58.44
accessories,SKU00977,204.41,128,1211,6949.12,249,25,276,3,Carrier B,95.84,Supplier_3,Kolkata,581,1,352.82,Pass,0.0582,Sea,Route A,1825.29,5.82,57.5
skincare,SKU00978,297.06,466,1687,29909.21,716,23,125,3,Carrier C,135.2,Supplier_5,Delhi,1806,16,187.07,Pass,0.1225,Road,Route C,642.83,12.25,80.46
accessories,SKU00979,240.37,472,838,41633.05,510,29,371,1,Carrier C,21.42,Supplier_4,Chennai,4613,17,433.57,Pass,0.0568,Road,Route B,1104.34,5.68,62.65
accessories,SKU00980,25.39,330,1584,14724.5,558,19,298,7,Carrier C,54.49,Supplier_4,Kolkata,4634,15,304.43,Pass,0.0121,Road,Route B,246.71,1.21,30.41
skincare,SKU00981,150.97,11,711,15174.91,894,10,76,10,Carrier B,176.74,Supplier_4,Delhi,2067,3,202.5,Pending,0.0343,Rail,Route C,395.2,3.43,26.47
skincare,SKU00982,74.11,308,452,7553.69,740,21,211,7,Carrier B,12.97,Supplier_2,Delhi,1529,16,136.74,Pass,0.0637,Air,Route B,1092.62,6.37,53.99
skincare,SKU00983,35.21,149,979,30198.37,954,23,31,1,Carrier B,26.75,Supplier_1,Chennai,1504,17,34.67,Pass,0.0664,Sea,Route C,1739.54,6.64,57.93
skincare,SKU00984,62.58,365,1366,38561.64,50,11,482,13,Carrier C,164.9,Supplier_2,Delhi,4226,2,361.72,Pass,0.0263,Sea,Route B,773.49,2.63,24.69
accessories,SKU00985,78.19,287,444,6368.63,159,8,26,8,Carrier B,136.9,Supplier_1,Bangalore,299,8,171.63,Pending,0.1056,Air,Route C,60.96,10.56,52.25
skincare,SKU00986,288.12,437,1043,26804.97,816,8,240,11,Carrier B,96.93,Supplier_3,Mumbai,3063,16,429.9,Pass,0.0358,Sea,Route A,503.51,3.58,24.22
skincare,SKU00987,224.74,351,855,27032.22,569,28,314,5,Carrier A,172.52,Supplier_1,Kolkata,1174,2,174.52,Fail,0.0975,Air,Route B,1020.01,9.75,77.57
accessories,SKU00988,256.63,157,1716,5427.08,988,28,137,3,Carrier C,45.66,Supplier_3,Bangalore,2486,14,166.83,Pass,0.0791,Road,Route C,174.49,7.91,70.18
cosmetics,SKU00989,211.15,386,1015,26561.52,673,7,222,9,Carrier A,6.08,Supplier_3,Bangalore,1977,16,396.19,Fail,0.0972,Rail,Route B,330.02,9.72,47.45
haircare,SKU00990,98.12,120,31,13666.71,834,8,163,13,Carrier A,163.4,Supplier_5,Delhi,3106,2,202.44,Pass,0.1339,Sea,Route B,488.52,13.39,63.61
haircare,SKU00991,120.38,191,62,10036.39,152,1,419,8,Carrier A,129.34,Supplier_4,Mumbai,4685,14,493.21,Pass,0.1067,Road,Route C,1693.3,10.67,42.69
haircare,SKU00992,135.0,117,1015,49279.2,76,22,357,6,Carrier B,70.68,Supplier_5,Kolkata,2646,14,291.47,Pass,0.0922,Road,Route C,882.26,9.22,66.87
accessories,SKU00993,91.56,110,787,4608.11,531,2,486,7,Carrier B,117.97,Supplier_5,Kolkata,4841,19,469.96,Pass,0.1024,Rail,Route B,320.82,10.24,42.39
haircare,SKU00994,129.33,201,137,17237.01,536,4,418,3,Carrier A,20.88,Supplier_2,Chennai,2805,2,78.43,Fail,0.0775,Sea,Route C,1098.22,7.75,35.25
skincare,SKU00995,232.5,426,568,30970.31,200,14,64,11,Carrier C,66.0,Supplier_5,Delhi,490,11,42.34,Pass,0.149,Air,Route A,1171.36,14.9,78.25
cosmetics,SKU00996,27.33,222,686,20300.91,877,7,435,8,Carrier A,115.85,Supplier_3,Delhi,4376,9,26.43,Pass,0.1225,Rail,Route A,1252.76,12.25,57.61
skincare,SKU00997,86.59,61,1268,992.74,364,2,195,8,Carrier C,169.69,Supplier_4,Kolkata,2853,18,440.5,Pass,0.0236,Sea,Route B,1490.59,2.36,10.75
haircare,SKU00998,146.31,375,416,43325.75,429,2,182,1,Carrier B,66.74,Supplier_2,Delhi,4896,9,248.89,Pass,0.0232,Sea,Route C,1155.68,2.32,10.59
haircare,SKU00999,204.49,32,1623,12037.03,323,29,215,12,Carrier A,16.87,Supplier_2,Chennai,259,10,372.11,Fail,0.0654,Rail,Route B,151.55,6.54,66.1
